"warehouseID","Block","Date","containerID","haulierID","remarks","LotID"
"A",29,"2021-10-01","c061","h001",NA,NA
"A",29,"2021-10-01","c412","h001",NA,NA
"A",30,"2021-10-01","c412","h001",NA,NA
"A",31,"2021-10-01","c412","h001",NA,NA
"A",31,"2021-10-01","c255","h001",NA,NA
"A",32,"2021-10-01","c255","h001",NA,NA
"A",33,"2021-10-01","c255","h001",NA,NA
"A",34,"2021-10-01","c255","h001",NA,NA
"A",34,"2021-10-01","c494","h001",NA,NA
"A",35,"2021-10-01","c494","h001",NA,NA
"A",36,"2021-10-01","c494","h001",NA,NA
"A",36,"2021-10-01","c119","h001",NA,NA
"A",37,"2021-10-01","c119","h001",NA,NA
"A",38,"2021-10-01","c119","h001",NA,NA
"A",39,"2021-10-01","c119","h001",NA,NA
"A",39,"2021-10-01","c079","h001",NA,NA
"A",40,"2021-10-01","c079","h001",NA,NA
"A",41,"2021-10-01","c079","h001",NA,NA
"A",41,"2021-10-01","c355","h001",NA,NA
"A",42,"2021-10-01","c355","h001",NA,NA
"A",43,"2021-10-01","c355","h001",NA,NA
"A",44,"2021-10-01","c355","h001",NA,NA
"A",45,"2021-10-01","c355","h001",NA,NA
"A",46,"2021-10-01","c355","h001",NA,NA
"A",0,"2021-10-01","c415","h001",NA,NA
"A",1,"2021-10-01","c415","h001",NA,NA
"A",2,"2021-10-01","c415","h001",NA,NA
"A",2,"2021-10-01","c388","h001",NA,NA
"A",3,"2021-10-01","c388","h001",NA,NA
"A",4,"2021-10-01","c388","h001",NA,NA
"A",5,"2021-10-01","c388","h001",NA,NA
"A",5,"2021-10-01","c376","h001",NA,NA
"A",6,"2021-10-01","c376","h001",NA,NA
"A",7,"2021-10-01","c376","h001",NA,NA
"A",7,"2021-10-01","c323","h001",NA,NA
"A",8,"2021-10-01","c323","h001",NA,NA
"A",9,"2021-10-01","c323","h001",NA,NA
"A",10,"2021-10-01","c323","h001",NA,NA
"A",11,"2021-10-01","c323","h001",NA,NA
"A",11,"2021-10-01","c408","h001",NA,NA
"A",12,"2021-10-01","c408","h001",NA,NA
"A",13,"2021-10-01","c408","h001",NA,NA
"A",14,"2021-10-01","c408","h001",NA,NA
"A",15,"2021-10-01","c408","h001",NA,NA
"A",16,"2021-10-01","c408","h001",NA,NA
"A",16,"2021-10-01","c453","h001",NA,NA
"A",17,"2021-10-01","c453","h001",NA,NA
"A",18,"2021-10-01","c453","h001",NA,NA
"A",19,"2021-10-01","c453","h001",NA,NA
"A",20,"2021-10-01","c453","h001",NA,NA
"A",20,"2021-10-01","c196","h001",NA,NA
"A",21,"2021-10-01","c196","h001",NA,NA
"A",22,"2021-10-01","c196","h001",NA,NA
"A",23,"2021-10-01","c196","h001",NA,NA
"A",23,"2021-10-01","c193","h001",NA,NA
"A",24,"2021-10-01","c193","h001",NA,NA
"A",25,"2021-10-01","c193","h001",NA,NA
"A",25,"2021-10-01","c023","h001",NA,NA
"A",26,"2021-10-01","c023","h001",NA,NA
"A",27,"2021-10-01","c023","h001",NA,NA
"A",27,"2021-10-01","c295","h001",NA,NA
"A",28,"2021-10-01","c295","h001",NA,NA
"A",29,"2021-10-01","c295","h001",NA,NA
"A",29,"2021-10-01","c424","h001",NA,NA
"A",30,"2021-10-01","c424","h001",NA,NA
"A",31,"2021-10-01","c424","h001",NA,NA
"A",32,"2021-10-01","c424","h001",NA,NA
"A",33,"2021-10-01","c424","h001",NA,NA
"A",34,"2021-10-01","c424","h001",NA,NA
"A",34,"2021-10-01","c305","h001",NA,NA
"A",35,"2021-10-01","c305","h001",NA,NA
"A",36,"2021-10-01","c305","h001",NA,NA
"A",37,"2021-10-01","c305","h001",NA,NA
"A",37,"2021-10-01","c457","h001",NA,NA
"A",38,"2021-10-01","c457","h001",NA,NA
"A",39,"2021-10-01","c457","h001",NA,NA
"A",40,"2021-10-01","c457","h001",NA,NA
"A",41,"2021-10-01","c457","h001",NA,NA
"A",42,"2021-10-01","c457","h001",NA,NA
"A",42,"2021-10-01","c376","h001",NA,NA
"A",43,"2021-10-01","c376","h001",NA,NA
"A",44,"2021-10-01","c376","h001",NA,NA
"A",45,"2021-10-01","c376","h001",NA,NA
"A",45,"2021-10-01","c111","h001",NA,NA
"A",46,"2021-10-01","c111","h001",NA,NA
"A",47,"2021-10-01","c111","h001",NA,NA
"A",0,"2021-10-01","c340","h001",NA,NA
"A",1,"2021-10-01","c340","h001",NA,NA
"A",2,"2021-10-01","c340","h001",NA,NA
"A",3,"2021-10-01","c340","h001",NA,NA
"A",4,"2021-10-01","c340","h001",NA,NA
"A",5,"2021-10-01","c340","h001",NA,NA
"A",5,"2021-10-01","c082","h001",NA,NA
"A",6,"2021-10-01","c082","h001",NA,NA
"A",7,"2021-10-01","c082","h001",NA,NA
"A",8,"2021-10-01","c082","h001",NA,NA
"A",9,"2021-10-01","c082","h001",NA,NA
"A",9,"2021-10-01","c148","h001",NA,NA
"A",10,"2021-10-01","c148","h001",NA,NA
"A",11,"2021-10-01","c148","h001",NA,NA
"A",12,"2021-10-01","c148","h001",NA,NA
"A",13,"2021-10-01","c148","h001",NA,NA
"A",13,"2021-10-01","c402","h001",NA,NA
"A",14,"2021-10-01","c402","h001",NA,NA
"A",15,"2021-10-01","c402","h001",NA,NA
"A",16,"2021-10-01","c402","h001",NA,NA
"A",17,"2021-10-01","c402","h001",NA,NA
"A",17,"2021-10-01","c470","h001",NA,NA
"A",18,"2021-10-01","c470","h001",NA,NA
"A",19,"2021-10-01","c470","h001",NA,NA
"A",19,"2021-10-01","c370","h001",NA,NA
"A",20,"2021-10-01","c370","h001",NA,NA
"A",21,"2021-10-01","c370","h001",NA,NA
"A",21,"2021-10-01","c311","h001",NA,NA
"A",22,"2021-10-01","c311","h001",NA,NA
"A",23,"2021-10-01","c311","h001",NA,NA
"A",23,"2021-10-01","c387","h001",NA,NA
"A",24,"2021-10-01","c387","h001",NA,NA
"A",25,"2021-10-01","c387","h001",NA,NA
"A",26,"2021-10-01","c387","h001",NA,NA
"A",27,"2021-10-01","c387","h001",NA,NA
"A",27,"2021-10-01","c163","h001",NA,NA
"A",28,"2021-10-01","c163","h001",NA,NA
"A",29,"2021-10-01","c163","h001",NA,NA
"A",30,"2021-10-01","c163","h001",NA,NA
"A",31,"2021-10-01","c163","h001",NA,NA
"A",0,"2021-10-02","c253","h001",NA,NA
"A",1,"2021-10-02","c253","h001",NA,NA
"A",2,"2021-10-02","c253","h001",NA,NA
"A",3,"2021-10-02","c253","h001",NA,NA
"A",4,"2021-10-02","c253","h001",NA,NA
"A",5,"2021-10-02","c253","h001",NA,NA
"A",5,"2021-10-02","c119","h001",NA,NA
"A",6,"2021-10-02","c119","h001",NA,NA
"A",7,"2021-10-02","c119","h001",NA,NA
"A",8,"2021-10-02","c119","h001",NA,NA
"A",9,"2021-10-02","c119","h001",NA,NA
"A",9,"2021-10-02","c182","h001",NA,NA
"A",10,"2021-10-02","c182","h001",NA,NA
"A",11,"2021-10-02","c182","h001",NA,NA
"A",11,"2021-10-02","c242","h001",NA,NA
"A",12,"2021-10-02","c242","h001",NA,NA
"A",13,"2021-10-02","c242","h001",NA,NA
"A",14,"2021-10-02","c242","h001",NA,NA
"A",15,"2021-10-02","c242","h001",NA,NA
"A",16,"2021-10-02","c242","h001",NA,NA
"A",16,"2021-10-02","c281","h001",NA,NA
"A",17,"2021-10-02","c281","h001",NA,NA
"A",18,"2021-10-02","c281","h001",NA,NA
"A",19,"2021-10-02","c281","h001",NA,NA
"A",20,"2021-10-02","c281","h001",NA,NA
"A",21,"2021-10-02","c281","h001",NA,NA
"A",21,"2021-10-02","c096","h001",NA,NA
"A",22,"2021-10-02","c096","h001",NA,NA
"A",23,"2021-10-02","c096","h001",NA,NA
"A",23,"2021-10-02","c390","h001",NA,NA
"A",24,"2021-10-02","c390","h001",NA,NA
"A",25,"2021-10-02","c390","h001",NA,NA
"A",26,"2021-10-02","c390","h001",NA,NA
"A",27,"2021-10-02","c390","h001",NA,NA
"A",28,"2021-10-02","c390","h001",NA,NA
"A",28,"2021-10-02","c464","h001",NA,NA
"A",29,"2021-10-02","c464","h001",NA,NA
"A",30,"2021-10-02","c464","h001",NA,NA
"A",30,"2021-10-02","c106","h001",NA,NA
"A",31,"2021-10-02","c106","h001",NA,NA
"A",32,"2021-10-02","c106","h001",NA,NA
"A",33,"2021-10-02","c106","h001",NA,NA
"A",34,"2021-10-02","c106","h001",NA,NA
"A",34,"2021-10-02","c391","h001",NA,NA
"A",35,"2021-10-02","c391","h001",NA,NA
"A",36,"2021-10-02","c391","h001",NA,NA
"A",37,"2021-10-02","c391","h001",NA,NA
"A",37,"2021-10-02","c288","h001",NA,NA
"A",38,"2021-10-02","c288","h001",NA,NA
"A",39,"2021-10-02","c288","h001",NA,NA
"A",40,"2021-10-02","c288","h001",NA,NA
"A",41,"2021-10-02","c288","h001",NA,NA
"A",41,"2021-10-02","c281","h001",NA,NA
"A",42,"2021-10-02","c281","h001",NA,NA
"A",43,"2021-10-02","c281","h001",NA,NA
"A",43,"2021-10-02","c015","h001",NA,NA
"A",44,"2021-10-02","c015","h001",NA,NA
"A",45,"2021-10-02","c015","h001",NA,NA
"A",0,"2021-10-02","c040","h001",NA,NA
"A",1,"2021-10-02","c040","h001",NA,NA
"A",2,"2021-10-02","c040","h001",NA,NA
"A",3,"2021-10-02","c040","h001",NA,NA
"A",4,"2021-10-02","c040","h001",NA,NA
"A",5,"2021-10-02","c040","h001",NA,NA
"A",5,"2021-10-02","c114","h001",NA,NA
"A",6,"2021-10-02","c114","h001",NA,NA
"A",7,"2021-10-02","c114","h001",NA,NA
"A",8,"2021-10-02","c114","h001",NA,NA
"A",9,"2021-10-02","c114","h001",NA,NA
"A",10,"2021-10-02","c114","h001",NA,NA
"A",10,"2021-10-02","c423","h001",NA,NA
"A",11,"2021-10-02","c423","h001",NA,NA
"A",12,"2021-10-02","c423","h001",NA,NA
"A",13,"2021-10-02","c423","h001",NA,NA
"A",14,"2021-10-02","c423","h001",NA,NA
"A",14,"2021-10-02","c372","h001",NA,NA
"A",15,"2021-10-02","c372","h001",NA,NA
"A",16,"2021-10-02","c372","h001",NA,NA
"A",17,"2021-10-02","c372","h001",NA,NA
"A",18,"2021-10-02","c372","h001",NA,NA
"A",19,"2021-10-02","c372","h001",NA,NA
"A",19,"2021-10-02","c332","h001",NA,NA
"A",20,"2021-10-02","c332","h001",NA,NA
"A",21,"2021-10-02","c332","h001",NA,NA
"A",22,"2021-10-02","c332","h001",NA,NA
"A",23,"2021-10-02","c332","h001",NA,NA
"A",23,"2021-10-02","c246","h001",NA,NA
"A",24,"2021-10-02","c246","h001",NA,NA
"A",25,"2021-10-02","c246","h001",NA,NA
"A",26,"2021-10-02","c246","h001",NA,NA
"A",27,"2021-10-02","c246","h001",NA,NA
"A",28,"2021-10-02","c246","h001",NA,NA
"A",28,"2021-10-02","c257","h001",NA,NA
"A",29,"2021-10-02","c257","h001",NA,NA
"A",30,"2021-10-02","c257","h001",NA,NA
"A",30,"2021-10-02","c281","h001",NA,NA
"A",31,"2021-10-02","c281","h001",NA,NA
"A",32,"2021-10-02","c281","h001",NA,NA
"A",32,"2021-10-02","c414","h001",NA,NA
"A",33,"2021-10-02","c414","h001",NA,NA
"A",34,"2021-10-02","c414","h001",NA,NA
"A",35,"2021-10-02","c414","h001",NA,NA
"A",36,"2021-10-02","c414","h001",NA,NA
"A",37,"2021-10-02","c414","h001",NA,NA
"A",37,"2021-10-02","c276","h001",NA,NA
"A",38,"2021-10-02","c276","h001",NA,NA
"A",39,"2021-10-02","c276","h001",NA,NA
"A",40,"2021-10-02","c276","h001",NA,NA
"A",40,"2021-10-02","c199","h001",NA,NA
"A",41,"2021-10-02","c199","h001",NA,NA
"A",42,"2021-10-02","c199","h001",NA,NA
"A",43,"2021-10-02","c199","h001",NA,NA
"A",44,"2021-10-02","c199","h001",NA,NA
"A",45,"2021-10-02","c199","h001",NA,NA
"A",0,"2021-10-02","c103","h001",NA,NA
"A",1,"2021-10-02","c103","h001",NA,NA
"A",2,"2021-10-02","c103","h001",NA,NA
"A",2,"2021-10-02","c395","h001",NA,NA
"A",3,"2021-10-02","c395","h001",NA,NA
"A",4,"2021-10-02","c395","h001",NA,NA
"A",5,"2021-10-02","c395","h001",NA,NA
"A",6,"2021-10-02","c395","h001",NA,NA
"A",6,"2021-10-02","c324","h001",NA,NA
"A",7,"2021-10-02","c324","h001",NA,NA
"A",8,"2021-10-02","c324","h001",NA,NA
"A",9,"2021-10-02","c324","h001",NA,NA
"A",10,"2021-10-02","c324","h001",NA,NA
"A",10,"2021-10-02","c314","h001",NA,NA
"A",11,"2021-10-02","c314","h001",NA,NA
"A",12,"2021-10-02","c314","h001",NA,NA
"A",13,"2021-10-02","c314","h001",NA,NA
"A",14,"2021-10-02","c314","h001",NA,NA
"A",14,"2021-10-02","c067","h001",NA,NA
"A",15,"2021-10-02","c067","h001",NA,NA
"A",16,"2021-10-02","c067","h001",NA,NA
"A",17,"2021-10-02","c067","h001",NA,NA
"A",17,"2021-10-02","c351","h001",NA,NA
"A",18,"2021-10-02","c351","h001",NA,NA
"A",19,"2021-10-02","c351","h001",NA,NA
"A",19,"2021-10-02","c429","h001",NA,NA
"A",20,"2021-10-02","c429","h001",NA,NA
"A",21,"2021-10-02","c429","h001",NA,NA
"A",22,"2021-10-02","c429","h001",NA,NA
"A",23,"2021-10-02","c429","h001",NA,NA
"A",24,"2021-10-02","c429","h001",NA,NA
"A",24,"2021-10-02","c328","h001",NA,NA
"A",25,"2021-10-02","c328","h001",NA,NA
"A",26,"2021-10-02","c328","h001",NA,NA
"A",27,"2021-10-02","c328","h001",NA,NA
"A",28,"2021-10-02","c328","h001",NA,NA
"A",28,"2021-10-02","c391","h001",NA,NA
"A",29,"2021-10-02","c391","h001",NA,NA
"A",30,"2021-10-02","c391","h001",NA,NA
"A",31,"2021-10-02","c391","h001",NA,NA
"A",32,"2021-10-02","c391","h001",NA,NA
"A",33,"2021-10-02","c391","h001",NA,NA
"A",33,"2021-10-02","c275","h001",NA,NA
"A",34,"2021-10-02","c275","h001",NA,NA
"A",35,"2021-10-02","c275","h001",NA,NA
"A",36,"2021-10-02","c275","h001",NA,NA
"A",37,"2021-10-02","c275","h001",NA,NA
"A",38,"2021-10-02","c275","h001",NA,NA
"A",38,"2021-10-02","c433","h001",NA,NA
"A",39,"2021-10-02","c433","h001",NA,NA
"A",40,"2021-10-02","c433","h001",NA,NA
"A",41,"2021-10-02","c433","h001",NA,NA
"A",42,"2021-10-02","c433","h001",NA,NA
"A",43,"2021-10-02","c433","h001",NA,NA
"A",43,"2021-10-02","c240","h001",NA,NA
"A",44,"2021-10-02","c240","h001",NA,NA
"A",45,"2021-10-02","c240","h001",NA,NA
"A",46,"2021-10-02","c240","h001",NA,NA
"A",47,"2021-10-02","c240","h001",NA,NA
"A",0,"2021-10-02","c307","h001",NA,NA
"A",1,"2021-10-02","c307","h001",NA,NA
"A",2,"2021-10-02","c307","h001",NA,NA
"A",3,"2021-10-02","c307","h001",NA,NA
"A",4,"2021-10-02","c307","h001",NA,NA
"A",5,"2021-10-02","c307","h001",NA,NA
"A",5,"2021-10-02","c368","h001",NA,NA
"A",6,"2021-10-02","c368","h001",NA,NA
"A",7,"2021-10-02","c368","h001",NA,NA
"A",7,"2021-10-02","c188","h001",NA,NA
"A",8,"2021-10-02","c188","h001",NA,NA
"A",9,"2021-10-02","c188","h001",NA,NA
"A",9,"2021-10-02","c386","h001",NA,NA
"A",10,"2021-10-02","c386","h001",NA,NA
"A",11,"2021-10-02","c386","h001",NA,NA
"A",12,"2021-10-02","c386","h001",NA,NA
"A",13,"2021-10-02","c386","h001",NA,NA
"A",13,"2021-10-02","c082","h001",NA,NA
"A",14,"2021-10-02","c082","h001",NA,NA
"A",15,"2021-10-02","c082","h001",NA,NA
"A",16,"2021-10-02","c082","h001",NA,NA
"A",17,"2021-10-02","c082","h001",NA,NA
"A",17,"2021-10-02","c014","h001",NA,NA
"A",18,"2021-10-02","c014","h001",NA,NA
"A",19,"2021-10-02","c014","h001",NA,NA
"A",20,"2021-10-02","c014","h001",NA,NA
"A",20,"2021-10-02","c194","h001",NA,NA
"A",21,"2021-10-02","c194","h001",NA,NA
"A",22,"2021-10-02","c194","h001",NA,NA
"A",23,"2021-10-02","c194","h001",NA,NA
"A",23,"2021-10-02","c474","h001",NA,NA
"A",24,"2021-10-02","c474","h001",NA,NA
"A",25,"2021-10-02","c474","h001",NA,NA
"A",25,"2021-10-02","c498","h001",NA,NA
"A",26,"2021-10-02","c498","h001",NA,NA
"A",27,"2021-10-02","c498","h001",NA,NA
"A",28,"2021-10-02","c498","h001",NA,NA
"A",0,"2021-10-03","c246","h001",NA,NA
"A",1,"2021-10-03","c246","h001",NA,NA
"A",2,"2021-10-03","c246","h001",NA,NA
"A",3,"2021-10-03","c246","h001",NA,NA
"A",4,"2021-10-03","c246","h001",NA,NA
"A",5,"2021-10-03","c246","h001",NA,NA
"A",5,"2021-10-03","c029","h001",NA,NA
"A",6,"2021-10-03","c029","h001",NA,NA
"A",7,"2021-10-03","c029","h001",NA,NA
"A",8,"2021-10-03","c029","h001",NA,NA
"A",9,"2021-10-03","c029","h001",NA,NA
"A",9,"2021-10-03","c420","h001",NA,NA
"A",10,"2021-10-03","c420","h001",NA,NA
"A",11,"2021-10-03","c420","h001",NA,NA
"A",12,"2021-10-03","c420","h001",NA,NA
"A",13,"2021-10-03","c420","h001",NA,NA
"A",13,"2021-10-03","c233","h001",NA,NA
"A",14,"2021-10-03","c233","h001",NA,NA
"A",15,"2021-10-03","c233","h001",NA,NA
"A",15,"2021-10-03","c253","h001",NA,NA
"A",16,"2021-10-03","c253","h001",NA,NA
"A",17,"2021-10-03","c253","h001",NA,NA
"A",18,"2021-10-03","c253","h001",NA,NA
"A",19,"2021-10-03","c253","h001",NA,NA
"A",20,"2021-10-03","c253","h001",NA,NA
"A",20,"2021-10-03","c199","h001",NA,NA
"A",21,"2021-10-03","c199","h001",NA,NA
"A",22,"2021-10-03","c199","h001",NA,NA
"A",23,"2021-10-03","c199","h001",NA,NA
"A",24,"2021-10-03","c199","h001",NA,NA
"A",24,"2021-10-03","c144","h001",NA,NA
"A",25,"2021-10-03","c144","h001",NA,NA
"A",26,"2021-10-03","c144","h001",NA,NA
"A",27,"2021-10-03","c144","h001",NA,NA
"A",28,"2021-10-03","c144","h001",NA,NA
"A",29,"2021-10-03","c144","h001",NA,NA
"A",29,"2021-10-03","c070","h001",NA,NA
"A",30,"2021-10-03","c070","h001",NA,NA
"A",31,"2021-10-03","c070","h001",NA,NA
"A",32,"2021-10-03","c070","h001",NA,NA
"A",33,"2021-10-03","c070","h001",NA,NA
"A",33,"2021-10-03","c330","h001",NA,NA
"A",34,"2021-10-03","c330","h001",NA,NA
"A",35,"2021-10-03","c330","h001",NA,NA
"A",35,"2021-10-03","c125","h001",NA,NA
"A",36,"2021-10-03","c125","h001",NA,NA
"A",37,"2021-10-03","c125","h001",NA,NA
"A",38,"2021-10-03","c125","h001",NA,NA
"A",39,"2021-10-03","c125","h001",NA,NA
"A",39,"2021-10-03","c176","h001",NA,NA
"A",40,"2021-10-03","c176","h001",NA,NA
"A",41,"2021-10-03","c176","h001",NA,NA
"A",42,"2021-10-03","c176","h001",NA,NA
"A",43,"2021-10-03","c176","h001",NA,NA
"A",43,"2021-10-03","c053","h001",NA,NA
"A",44,"2021-10-03","c053","h001",NA,NA
"A",45,"2021-10-03","c053","h001",NA,NA
"A",45,"2021-10-03","c003","h001",NA,NA
"A",46,"2021-10-03","c003","h001",NA,NA
"A",47,"2021-10-03","c003","h001",NA,NA
"A",0,"2021-10-03","c341","h001",NA,NA
"A",1,"2021-10-03","c341","h001",NA,NA
"A",2,"2021-10-03","c341","h001",NA,NA
"A",3,"2021-10-03","c341","h001",NA,NA
"A",4,"2021-10-03","c341","h001",NA,NA
"A",5,"2021-10-03","c341","h001",NA,NA
"A",5,"2021-10-03","c004","h001",NA,NA
"A",6,"2021-10-03","c004","h001",NA,NA
"A",7,"2021-10-03","c004","h001",NA,NA
"A",7,"2021-10-03","c136","h001",NA,NA
"A",8,"2021-10-03","c136","h001",NA,NA
"A",9,"2021-10-03","c136","h001",NA,NA
"A",10,"2021-10-03","c136","h001",NA,NA
"A",10,"2021-10-03","c373","h001",NA,NA
"A",11,"2021-10-03","c373","h001",NA,NA
"A",12,"2021-10-03","c373","h001",NA,NA
"A",13,"2021-10-03","c373","h001",NA,NA
"A",14,"2021-10-03","c373","h001",NA,NA
"A",15,"2021-10-03","c373","h001",NA,NA
"A",15,"2021-10-03","c221","h001",NA,NA
"A",16,"2021-10-03","c221","h001",NA,NA
"A",17,"2021-10-03","c221","h001",NA,NA
"A",18,"2021-10-03","c221","h001",NA,NA
"A",19,"2021-10-03","c221","h001",NA,NA
"A",19,"2021-10-03","c230","h001",NA,NA
"A",20,"2021-10-03","c230","h001",NA,NA
"A",21,"2021-10-03","c230","h001",NA,NA
"A",21,"2021-10-03","c220","h001",NA,NA
"A",22,"2021-10-03","c220","h001",NA,NA
"A",23,"2021-10-03","c220","h001",NA,NA
"A",24,"2021-10-03","c220","h001",NA,NA
"A",24,"2021-10-03","c014","h001",NA,NA
"A",25,"2021-10-03","c014","h001",NA,NA
"A",26,"2021-10-03","c014","h001",NA,NA
"A",26,"2021-10-03","c480","h001",NA,NA
"A",27,"2021-10-03","c480","h001",NA,NA
"A",28,"2021-10-03","c480","h001",NA,NA
"A",29,"2021-10-03","c480","h001",NA,NA
"A",29,"2021-10-03","c225","h001",NA,NA
"A",30,"2021-10-03","c225","h001",NA,NA
"A",31,"2021-10-03","c225","h001",NA,NA
"A",32,"2021-10-03","c225","h001",NA,NA
"A",33,"2021-10-03","c225","h001",NA,NA
"A",33,"2021-10-03","c176","h001",NA,NA
"A",34,"2021-10-03","c176","h001",NA,NA
"A",35,"2021-10-03","c176","h001",NA,NA
"A",36,"2021-10-03","c176","h001",NA,NA
"A",36,"2021-10-03","c044","h001",NA,NA
"A",37,"2021-10-03","c044","h001",NA,NA
"A",38,"2021-10-03","c044","h001",NA,NA
"A",39,"2021-10-03","c044","h001",NA,NA
"A",40,"2021-10-03","c044","h001",NA,NA
"A",41,"2021-10-03","c044","h001",NA,NA
"A",41,"2021-10-03","c223","h001",NA,NA
"A",42,"2021-10-03","c223","h001",NA,NA
"A",43,"2021-10-03","c223","h001",NA,NA
"A",44,"2021-10-03","c223","h001",NA,NA
"A",45,"2021-10-03","c223","h001",NA,NA
"A",46,"2021-10-03","c223","h001",NA,NA
"A",0,"2021-10-03","c242","h001",NA,NA
"A",1,"2021-10-03","c242","h001",NA,NA
"A",2,"2021-10-03","c242","h001",NA,NA
"A",2,"2021-10-03","c355","h001",NA,NA
"A",3,"2021-10-03","c355","h001",NA,NA
"A",4,"2021-10-03","c355","h001",NA,NA
"A",4,"2021-10-03","c246","h001",NA,NA
"A",5,"2021-10-03","c246","h001",NA,NA
